"county","state","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","Perot","white","black","turnout"
"Allamakee","IA",22,13855,-8.60000038146972,10.1000003814697,9.39999961853027,0,8.89999961853027,26635,19,35.4000015258789,39.2999992370605,23.1000003814697,99.5380706787109,0.0360880531370639,48.2064247131347
"Appanoose","IA",28,13743,-11.5,10.8999996185302,10.5,0,11.5,22683,10.6000003814697,44.099998474121,36.7999992370605,18.2000007629394,98.8284912109375,0.574838101863861,46.3726997375488
"Audubon","IA",16,7334,-17.1000003814697,11.6999998092651,11.3999996185302,0,9.80000019073486,25590,27.8999996185302,41,35.5,22.8999996185302,99.8636474609375,0.0136351240798831,52.8088340759277
"Benton","IA",32,22429,-4.09999990463256,8.80000019073486,7.80000019073486,0,9.60000038146972,30872,15.3000001907348,42.7999992370605,33.2000007629394,23.5,99.5006484985351,0.0891702696681022,46.542423248291
"Black Hawk","IA",221,123798,-9.10000038146972,7.69999980926513,5.90000009536743,0,17.2999992370605,32438,2.29999995231628,48.099998474121,34.7999992370605,16.5,91.8076248168945,6.87733221054077,49.718090057373
"Boone","IA",44,25186,-3.70000004768371,8.89999961853027,9.10000038146972,0,13.6999998092651,31659,10.3000001907348,48.4000015258789,33.9000015258789,16.8999996185302,99.2734069824218,0.246168509125709,48.5150489807128
"Bremer","IA",52,22813,-8.10000038146972,8.60000038146972,8.10000038146972,0,15.1000003814697,32662,12.1999998092651,40.7999992370605,38.2999992370605,20,98.9786529541015,0.306842595338821,51.347915649414
"Buchanan","IA",37,20844,-8.60000038146972,8.69999980926513,6.90000009536743,0,11.1999998092651,28050,17.5,43.2000007629394,34.2999992370605,22,99.2851638793945,0.182306662201881,46.3154869079589
"Buena Vista","IA",35,19965,-3.70000004768371,9.30000019073486,8.60000038146972,0,15.1999998092651,29186,13.1000003814697,36.4000015258789,41.7000007629394,21.1000003814697,97.4605560302734,0.280490845441818,46.3661422729492
"Butler","IA",27,15731,-11.3000001907348,10.6000003814697,9.89999961853027,0,9.39999961853027,27492,19.6000003814697,35.7000007629394,45,18.7000007629394,99.6821594238281,0.0254274997860193,45.3690147399902
"Calhoun","IA",20,11508,-15.8000001907348,12.1999998092651,11.6000003814697,0,11.6000003814697,27905,21.2000007629394,40.599998474121,41.099998474121,17.8999996185302,99.3482818603515,0.260688215494155,45.828987121582
"Carroll","IA",38,21423,-6.80000019073486,9.30000019073486,8.39999961853027,0,11.3000001907348,29270,16.2999992370605,40.099998474121,36.2999992370605,23.1000003814697,99.5425491333007,0.0326751619577407,44.2281646728515
"Cass","IA",26,15128,-11.6999998092651,10.3000001907348,10.6999998092651,0,12.5,26817,17.3999996185302,31.6000003814697,45,22.7999992370605,99.6430435180664,0.0594923309981823,46.6552085876464
"Cedar","IA",30,17381,-5.69999980926513,9,7.80000019073486,0,12.8000001907348,31915,18.6000003814697,40,36,23.6000003814697,99.3843841552734,0.092054545879364,47.408088684082
"Cerro Gordo","IA",82,46733,-3.40000009536743,9.10000038146972,7.80000019073486,0,15.5,31399,4.5,47,34,18.5,97.8708801269531,0.648364126682281,51.9825401306152
"Cherokee","IA",24,14098,-14.1000003814697,9.60000038146972,8.89999961853027,0,10.8000001907348,28350,16.5,37.599998474121,40.2000007629394,21.7999992370605,99.3048629760742,0.141864091157913,48.8934593200683
"Chickasaw","IA",26,13295,-14.3999996185302,9.30000019073486,8.60000038146972,0,9.89999961853027,28348,19.8999996185302,43.9000015258789,32.099998474121,23.6000003814697,99.7668304443359,0.0300864987075328,49.9435882568359
"Clarke","IA",19,8287,-3.40000009536743,8.69999980926513,9.89999961853027,0,8.80000019073486,27129,15.8000001907348,45.099998474121,33.2999992370605,21.1000003814697,99.577651977539,0.0362012796103954,51.4058151245117
"Clay","IA",31,17585,-9.39999961853027,9,7.5,0,14.5,30346,12.3000001907348,39.9000015258789,35.9000015258789,23.3999996185302,99.2266159057617,0.0454933196306228,47.6542510986328
"Clayton","IA",24,19054,-11.1999998092651,9.39999961853027,8.69999980926513,0,9,25586,25,40.7000007629394,33.099998474121,25.1000003814697,99.6956024169921,0.0314894504845142,48.2313423156738
"Clinton","IA",74,51040,-10.5,8.89999961853027,7.09999990463256,0,12.8999996185302,31046,7.59999990463256,46.7999992370605,35,17.7000007629394,97.7311935424804,1.43416929244995,48.9028205871582
"Crawford","IA",23,16775,-12.3999996185302,9.30000019073486,8.10000038146972,0,9.80000019073486,26431,19.7999992370605,39.2000007629394,35.099998474121,24.7999992370605,98.7719802856445,0.351713865995407,45.7347259521484
"Dallas","IA",53,29755,4.59999990463256,7.69999980926513,6.90000009536743,0,16.2999992370605,34881,9.30000019073486,44.099998474121,37.599998474121,17.8999996185302,99.2572708129882,0.211729124188423,49.9445457458496
"Davis","IA",16,8312,-8.89999961853027,8.89999961853027,9.89999961853027,0,10.5,23519,27.1000003814697,48.599998474121,33.2999992370605,17.7999992370605,99.2059707641601,0.0240615978837013,48.6164588928222
"Decatur","IA",15,8338,-17.2000007629394,10.1000003814697,10.3999996185302,0,12.3000001907348,22872,15.3000001907348,46.7999992370605,33,19.7000007629394,98.3089447021484,0.419764935970306,47.8052291870117
"Delaware","IA",32,18035,-3.29999995231628,8.19999980926513,6.5,0,11,29685,21.6000003814697,36.4000015258789,37.599998474121,25.2000007629394,99.5785980224609,0.0609925128519535,47.0862197875976
"Des Moines","IA",103,42614,-7.30000019073486,8.69999980926513,7.5,0,12.6999998092651,32097,3.70000004768371,53.4000015258789,30.1000003814697,16,95.7643051147461,3.11400008201599,49.7254409790039
"Dickinson","IA",40,14909,-2.5,11.6999998092651,9.10000038146972,0,17.5,30659,8.89999961853027,37.4000015258789,38.5,23.7999992370605,99.4701156616211,0.107317730784416,55.697898864746
"Dubuque","IA",143,86403,-7,7.59999990463256,6.5,0,16.7999992370605,33828,6,47.7999992370605,32.599998474121,19.1000003814697,98.8009643554687,0.409707993268966,49.7297554016113
"Emmet","IA",29,11569,-12.8000001907348,9.69999980926513,9.10000038146972,0,11,27288,11.8999996185302,44.5,34.7999992370605,20.1000003814697,99.2652816772461,0.16423200070858,43.495548248291
"Fayette","IA",30,21843,-14.6000003814697,10,9.19999980926513,0,11.8000001907348,26685,21.5,40.599998474121,35.7000007629394,23,99.2217178344726,0.21975003182888,49.7230224609375
"Floyd","IA",34,17058,-13.8000001907348,10.3999996185302,9.30000019073486,0,12.1999998092651,28188,14.1000003814697,47.599998474121,31,20.7999992370605,99.3844528198242,0.046898815780878,45.4332275390625
"Franklin","IA",19,11364,-14.5,10.1000003814697,9.89999961853027,0,12.3000001907348,28492,24.7999992370605,38.9000015258789,40.599998474121,19.7999992370605,99.0232315063476,0.0527983121573925,46.3393173217773
"Fremont","IA",16,8226,-13.3999996185302,11.1999998092651,10.3999996185302,0,11.3000001907348,27452,20.2000007629394,36.4000015258789,37.2999992370605,25.6000003814697,99.4043273925781,0.0486263073980808,47.5443725585937
"Greene","IA",18,10045,-17.2999992370605,10.8999996185302,11.6000003814697,0,13.6999998092651,27272,20.2999992370605,45.2000007629394,36.5,17.8999996185302,99.4922866821289,0.0497760064899921,53.2901954650878
"Grundy","IA",24,12029,-16.3999996185302,10.6000003814697,9.39999961853027,0,12.3000001907348,30847,18.5,30.7999992370605,51.2999992370605,17.3999996185302,99.6425323486328,0.0581927001476287,51.1763229370117
"Guthrie","IA",19,10935,-7.09999990463256,11.1000003814697,9.89999961853027,0,9.89999961853027,26615,18.7999992370605,41,36,22.2999992370605,99.5244598388671,0.0640146285295486,49.8673973083496
"Hamilton","IA",28,16071,-9.89999961853027,10,8.39999961853027,0,12.8000001907348,31069,14.3999996185302,42.5,39.5,17.5,98.9484176635742,0.056001491844654,47.7941627502441
"Hancock","IA",22,12638,-11.1000003814697,9.30000019073486,8.80000019073486,0,10.3000001907348,29400,21.3999996185302,37.5,41.7999992370605,20.2000007629394,99.0979614257812,0.00791264418512582,45.9408149719238
"Hardin","IA",33,19094,-13.8999996185302,10.6000003814697,10.6000003814697,0,12.3999996185302,28539,13.5,42.2000007629394,40,17.2000007629394,98.690689086914,0.612757921218872,47.0252418518066
"Harrison","IA",21,14730,-10.3999996185302,9.80000019073486,9.69999980926513,0,9.10000038146972,27293,15.3999996185302,34.2000007629394,40.2000007629394,24.6000003814697,99.4501037597656,0.0678886622190475,46.62593460083
"Henry","IA",45,19226,3,8.39999961853027,8.19999980926513,0,14.5,30385,11.1999998092651,41.099998474121,39.7999992370605,17.6000003814697,97.3161315917968,1.09747219085693,44.8767280578613
"Howard","IA",21,9809,-11.3999996185302,10.3999996185302,11.3000001907348,0,8.19999980926513,26209,23.7000007629394,43.2000007629394,31.2000007629394,24.5,99.5820159912109,0.0509735941886901,49.566722869873
"Humboldt","IA",24,10756,-14.1999998092651,11.3999996185302,9.60000038146972,0,11.6000003814697,29082,16.8999996185302,34,44.2999992370605,21.1000003814697,99.488655090332,0.0836742296814918,48.2056541442871
"Ida","IA",19,8365,-7.09999990463256,10.3000001907348,10,0,11,27287,27,34.2000007629394,40.4000015258789,25,99.5935440063476,0.0119545729830861,50.6754341125488
"Iowa","IA",25,14630,-4.80000019073486,9.80000019073486,9.10000038146972,0,11.1000003814697,31687,19,36.7999992370605,38.099998474121,24.5,99.5625457763671,0.0478468909859657,47.6076545715332
"Jackson","IA",31,19950,-11.1999998092651,8.80000019073486,7.80000019073486,0,10,27436,17.1000003814697,47.5,28.7000007629394,22.5,99.5839614868164,0.0802005007863044,46.6416053771972
"Jasper","IA",48,34795,-4.09999990463256,8.69999980926513,7.30000019073486,0,12.6999998092651,32927,11.3000001907348,45.099998474121,38.099998474121,16.5,98.9969787597656,0.186808452010154,51.7660598754882
"Jefferson","IA",38,16310,0.800000011920929,7.40000009536743,7.30000019073486,0,26.5,29439,11.6000003814697,30.7000007629394,30.5,14.8999996185302,98.2648696899414,0.570202350616455,51.1404037475585
"Johnson","IA",159,96119,19.3999996185302,4.09999990463256,3.40000009536743,0,44,39606,4.19999980926513,55.2999992370605,27.1000003814697,16.7000007629394,93.2687606811523,2.05890607833862,53.8644790649414
"Jones","IA",34,19444,-3.29999995231628,8.39999961853027,7.59999990463256,0,10.6000003814697,28142,18.7999992370605,39.4000015258789,34.5,25.8999996185302,98.004524230957,1.53774940967559,45.772476196289
"Keokuk","IA",20,11624,-10.5,10.1999998092651,10.6000003814697,0,9.39999961853027,26706,21.3999996185302,41.7999992370605,35.5,22.2000007629394,99.492431640625,0.0516173429787159,47.9783210754394
"Kossuth","IA",19,18591,-17.2000007629394,9.80000019073486,9.19999980926513,0,11.8000001907348,27665,22.7999992370605,40.4000015258789,38.2000007629394,21,99.3114929199218,0.0430315732955932,48.7278785705566
"Lee","IA",75,38687,-9.60000038146972,9.19999980926513,7.59999990463256,0,10.6999998092651,29970,6.5,54.599998474121,27.8999996185302,17,95.6135101318359,2.87435054779052,44.3353080749511
"Linn","IA",241,168767,1.79999995231628,6.80000019073486,5.40000009536743,0,21.5,38142,2.09999990463256,43.4000015258789,34,22.1000003814697,96.6800384521484,1.97550463676452,52.6672859191894
"Louisa","IA",28,11592,-5.40000009536743,7.69999980926513,7.30000019073486,0,9.19999980926513,29258,15.6999998092651,43.2000007629394,34.9000015258789,21.6000003814697,96.6701202392578,0.741890966892242,41.7874412536621
"Lucas","IA",21,9070,-12.3000001907348,10.3999996185302,10.3000001907348,0,9.5,27482,15.1000003814697,44.2999992370605,37.099998474121,18.1000003814697,99.2723236083984,0.0441014319658279,51.5325241088867
"Lyon","IA",20,11952,-7.69999980926513,9.30000019073486,8.69999980926513,0,10.1999998092651,26142,27.5,23.2000007629394,57.099998474121,18.7000007629394,99.5314559936523,0.0167336016893386,47.9082984924316
"Madison","IA",23,12483,0.899999976158142,8.89999961853027,9.10000038146972,0,12,30547,16.5,41.099998474121,39.4000015258789,19,99.3511199951171,0.0400544740259647,49.258991241455
"Mahaska","IA",37,21522,-6.40000009536743,9.60000038146972,8.10000038146972,0,13.1000003814697,27465,15.6000003814697,36.2000007629394,48.2999992370605,14.6999998092651,98.7547607421875,0.195149153470993,47.6117477416992
"Marion","IA",54,30001,1.70000004768371,8.5,7.69999980926513,0,12.8999996185302,31995,8.39999961853027,40.9000015258789,44.7999992370605,14,98.4967193603515,0.34665510058403,45.1084976196289
"Marshall","IA",66,38276,-9.5,9.39999961853027,8.10000038146972,0,15.8000001907348,34495,6.40000009536743,45.4000015258789,37.099998474121,17,97.8994674682617,0.72891628742218,47.7818984985351
"Mills","IA",31,13202,-0.100000001490116,7.30000019073486,6.40000009536743,0,12.6000003814697,32798,10.3000001907348,29.2000007629394,43.7999992370605,26.6000003814697,99.3031387329101,0.166641414165496,46.7050437927246
"Mitchell","IA",23,10928,-12.5,10.6999998092651,11.1999998092651,0,11.1000003814697,29341,23.7999992370605,40.7000007629394,36.2000007629394,22.3999996185302,99.7071762084961,0.0183016099035739,48.9293556213378
"Monona","IA",14,10034,-15.1999998092651,11.5,12.3000001907348,0,10.3000001907348,24887,18.7999992370605,40,34.2000007629394,25.3999996185302,99.4817657470703,0.049830574542284,48.3256912231445
"Monroe","IA",19,8114,-11.1000003814697,10.8000001907348,9.80000019073486,0,8,25325,17.6000003814697,48.4000015258789,35,16.2000007629394,99.0756683349609,0.234163179993629,46.61079788208
"Montgomery","IA",28,12076,-12.1999998092651,10.1999998092651,11.6000003814697,0,12.8000001907348,28827,13,29.7999992370605,44.7999992370605,25,99.6853256225586,0.0414044372737407,44.4600868225097
"Muscatine","IA",93,39907,1,7.19999980926513,6.19999980926513,0,13,34083,5.90000009536743,42,36.099998474121,21.2000007629394,94.582405090332,0.521211802959442,42.2582511901855
"O'Brien","IA",27,15444,-9.5,10.3000001907348,10.3999996185302,0,12.6000003814697,28519,19.3999996185302,28,51.099998474121,20.5,99.3460235595703,0.0518000535666942,49.0676002502441
"Osceola","IA",18,7267,-14.1000003814697,9.5,9.80000019073486,0,10,28599,25.3999996185302,27.5,48.7999992370605,22.6000003814697,99.4633255004882,0.0412825085222721,49.5390129089355
"Page","IA",31,16870,-13.1999998092651,10.5,10.5,0,13.5,27933,12.3999996185302,26.7000007629394,50.2000007629394,22.7999992370605,98.316535949707,0.49792531132698,43.3313560485839
"Palo Alto","IA",19,10669,-17.7000007629394,9.89999961853027,10.6000003814697,0,12.8000001907348,25705,20.8999996185302,44.099998474121,33.2999992370605,22,99.5032348632812,0.0749835968017578,50.4170951843261
"Plymouth","IA",27,23388,-4.40000009536743,8.30000019073486,8,0,15,31011,20.2000007629394,30.2000007629394,49.599998474121,19.3999996185302,99.4527130126953,0.205233454704284,44.8264083862304
"Pocahontas","IA",16,9525,-18.7000007629394,11.3000001907348,10.5,0,12.8000001907348,27865,25.3999996185302,41.099998474121,37.2999992370605,20.2000007629394,99.5800552368164,0.0419947504997253,49.0183715820312
"Polk","IA",594,327140,11.6000003814697,6.5,5.09999990463256,0,23.8999996185302,37669,0.600000023841857,47,38.099998474121,14.3999996185302,92.672248840332,4.52375125885009,51.1273460388183
"Pottawattamie","IA",88,82628,-3.20000004768371,7.69999980926513,5.69999980926513,0,11,31044,4.19999980926513,35.599998474121,42.2000007629394,21.6000003814697,98.2778244018554,0.561553001403808,44.9181861877441
"Poweshiek","IA",32,19033,-1.79999995231628,8.69999980926513,8,0,16.2000007629394,31031,13.3999996185302,44.7999992370605,35.9000015258789,18.6000003814697,98.2766799926757,0.457100838422775,47.5332336425781
"Ringgold","IA",10,5420,-13,12.1000003814697,12.1000003814697,0,10.3000001907348,25133,28.3999996185302,46.7000007629394,33.7000007629394,19.2000007629394,99.4464950561523,0.0184501837939024,52.9335784912109
"Sac","IA",21,12324,-14.5,11,11,0,12.6999998092651,26264,21.7999992370605,36.4000015258789,41,22.2000007629394,99.6105194091796,0.0324569940567016,42.3158073425293
"Scott","IA",339,150979,-3,6.59999990463256,4.80000019073486,0,21.8999996185302,36160,1.29999995231628,45.2000007629394,38.599998474121,15.3000001907348,92.3360214233398,5.27887964248657,49.4519119262695
"Shelby","IA",22,13230,-12.3999996185302,10.3999996185302,9.89999961853027,0,12.8000001907348,26218,23.8999996185302,32,42.9000015258789,24.7000007629394,99.5993957519531,0.037792894989252,49.4633407592773
"Sioux","IA",39,29903,-1.60000002384185,7.90000009536743,6.80000019073486,0,14.3999996185302,29356,18.5,15.1000003814697,72.1999969482421,12,99.0134735107421,0.0836036503314971,49.2592735290527
"Story","IA",130,74252,2.79999995231628,5,4.59999990463256,0,38.4000015258789,35482,3.09999990463256,47.099998474121,35,17.2999992370605,93.1193771362304,1.60399723052978,48.9023857116699
"Tama","IA",24,17419,-11.3000001907348,9.80000019073486,9.69999980926513,0,11.1999998092651,28659,19.5,42.9000015258789,35.4000015258789,21,94.5232238769531,0.177966594696044,47.8213462829589
"Taylor","IA",13,7114,-16.6000003814697,11.8000001907348,12.3999996185302,0,8.69999980926513,22801,25.3999996185302,40.2999992370605,33.7999992370605,25.6000003814697,99.3815002441406,0.014056789688766,49.9156608581543
"Union","IA",29,12750,-10.1000003814697,9.60000038146972,9.69999980926513,0,12.8000001907348,26441,12,42,36.4000015258789,21,99.2156829833984,0.0784313753247261,47.8588218688964
"Van Buren","IA",16,7676,-10.6000003814697,10.5,9.89999961853027,0,9.60000038146972,22574,22.1000003814697,39.5,38.2000007629394,21.8999996185302,99.5049514770507,0.130276188254356,48.3324661254882
"Wapello","IA",83,35687,-11.1000003814697,9.80000019073486,8.89999961853027,0,11,26506,5.19999980926513,53.9000015258789,30.2000007629394,15.6000003814697,98.25146484375,0.756578028202056,45.0668296813964
"Warren","IA",65,36033,6.90000009536743,5.90000009536743,5,0,16.2000007629394,36646,7.80000019073486,45,37.7999992370605,16.7999992370605,99.0314407348632,0.249771043658256,53.1651535034179
"Washington","IA",35,19612,-0.400000005960464,9.19999980926513,9.39999961853027,0,11.6999998092651,30295,14.8000001907348,37.5,39.7000007629394,22.1000003814697,98.934326171875,0.458902716636657,45.9820518493652
"Wayne","IA",13,7067,-15.6999998092651,13.1000003814697,13.1000003814697,0,8.39999961853027,22175,22.1000003814697,45.5,36.2000007629394,17.8999996185302,99.5613403320312,0.0141502758488059,50.7145881652832
"Webster","IA",56,40342,-13,9.30000019073486,8.39999961853027,0,13.6999998092651,28769,5.69999980926513,45.2999992370605,37,17.2999992370605,96.7279739379882,2.18878579139709,46.9014930725097
"Winnebago","IA",30,12122,-8.5,9,10.1000003814697,0,14,28750,14,38.2000007629394,39.599998474121,21.8999996185302,98.704833984375,0.255733370780944,50.1402397155761
"Winneshiek","IA",31,20847,-3.79999995231628,8.19999980926513,7.30000019073486,0,17.1000003814697,28876,22.3999996185302,39.4000015258789,34.599998474121,25.1000003814697,98.704849243164,0.206264689564704,46.1649169921875
"Woodbury","IA",115,98276,-0.899999976158142,8.10000038146972,6.59999990463256,0,16.7000007629394,30678,3,40.599998474121,42.2999992370605,16.7999992370605,93.713623046875,1.90992712974548,43.6159400939941
"Worth","IA",20,7991,-13.3999996185302,9.89999961853027,10.8999996185302,0,10.8999996185302,28582,23.7000007629394,45.2000007629394,31.1000003814697,23.5,99.0864715576171,0.187711179256439,55.6626205444335
"Wright","IA",24,14269,-12.8999996185302,11.3999996185302,10.6999998092651,0,11.3000001907348,29201,14.8999996185302,41.7000007629394,40.599998474121,17.2999992370605,99.3412322998046,0.0700819939374923,46.7096519470214
"Allen","KS",29,14638,-6.5,9.60000038146972,9.39999961853027,2782,12.3999996185302,25426,8.60000038146972,36,36.599998474121,27.2000007629394,96.5159149169921,1.84451425075531,43.9267654418945
"Anderson","KS",13,7803,-10.6999998092651,10.8999996185302,11.1000003814697,1973,8.10000038146972,25914,20.3999996185302,32,33,34.7999992370605,98.3211593627929,0.512623369693756,47.2510566711425
"Atchison","KS",39,16932,-9.39999961853027,8.5,8.39999961853027,3760,13.3000001907348,26772,9.19999980926513,39.2999992370605,33.5,26.7999992370605,92.1214294433593,5.65201997756958,44.4897232055664
"Barber","KS",5,5874,-14,11.3999996185302,10,1319,12.8999996185302,26577,13.1999998092651,26.2999992370605,42.5,31,98.5869903564453,0.221314266324043,49.046646118164
"Barton","KS",33,29382,-6.69999980926513,9.10000038146972,7.59999990463256,4570,13.6000003814697,28969,3.09999990463256,28.2999992370605,37.599998474121,33.7000007629394,96.6305923461914,1.18439865112304,46.2255821228027
"Bourbon","KS",23,14966,-7.59999990463256,9.89999961853027,10.5,3106,14,25462,8.69999980926513,35,40.2000007629394,24.6000003814697,96.4720001220703,2.79967927932739,47.8551368713378
"Brown","KS",19,11128,-8.30000019073486,10.3000001907348,11.3999996185302,1776,12.5,24728,15.6999998092651,27.8999996185302,41.599998474121,30.2999992370605,91.570816040039,1.18619692325592,47.57368850708
"Butler","KS",37,50580,19.5,7.30000019073486,6.09999990463256,3272,17,36137,5.19999980926513,29.7000007629394,38.7999992370605,31.1000003814697,97.4911041259765,0.725583255290985,46.7160949707031
"Chase","KS",4,3021,-12.8000001907348,11.6000003814697,11.6000003814697,230,13.6000003814697,22440,19.1000003814697,27.8999996185302,36.2000007629394,35.599998474121,99.1393585205078,0.165508106350898,55.7762336730957
"Chautauqua","KS",7,4407,-14.3999996185302,13.8000001907348,12.6999998092651,1307,10.6000003814697,21426,12,28.7999992370605,41.099998474121,29.2999992370605,95.3483123779296,0.521896958351135,47.0388031005859
"Cherokee","KS",37,21374,-3.20000004768371,9.39999961853027,8.30000019073486,2973,10.3000001907348,22703,6.5,41.7999992370605,36.7999992370605,21.2000007629394,95.6395645141601,0.542715430259704,45.6489181518554
"Cheyenne","KS",3,3243,-13.3000001907348,12.8000001907348,11.3000001907348,0,13.3000001907348,25984,15.1999998092651,23.2000007629394,49.2000007629394,27.2000007629394,99.4141235351562,0.154178231954574,54.1165580749511
"Clark","KS",2,2418,-9.69999980926513,11.3000001907348,12.8000001907348,2013,17.5,26631,11.1999998092651,22.2999992370605,51.4000015258789,25.8999996185302,97.3945388793945,0,54.3837890625
"Clay","KS",14,9158,-6.19999980926513,11,12,1377,13.3000001907348,25886,17.7999992370605,20.6000003814697,47.9000015258789,31.2000007629394,99.1264495849609,0.196549460291862,50.1201133728027
"Cloud","KS",15,11023,-15.5,11.1000003814697,13.6000003814697,1883,13.8000001907348,25654,7.80000019073486,31.6000003814697,39.099998474121,29,99.0383758544921,0.335661798715591,49.4239311218261
"Coffey","KS",14,8404,-8.69999980926513,9.30000019073486,10.3999996185302,1940,13.5,27874,14.3999996185302,23.7000007629394,42.4000015258789,33.599998474121,98.9409790039062,0.107091858983039,51.1661109924316
"Comanche","KS",3,2313,-15.3000001907348,11.6000003814697,14.5,796,14.8999996185302,24057,12.1000003814697,25.2999992370605,49.5,25.2000007629394,99.0488510131836,0.259403377771377,55.5555572509765
"Cowley","KS",33,36915,-0.5,8.19999980926513,8.10000038146972,4286,14.8999996185302,31107,5.09999990463256,34.2000007629394,34.4000015258789,31.1000003814697,92.8890686035156,2.87146139144897,42.7576866149902
"Crawford","KS",60,35568,-6.5,9.60000038146972,10,5492,18.7000007629394,26516,5.40000009536743,44.4000015258789,33,22.2999992370605,96.2944183349609,1.33828163146972,46.6458625793457
"Decatur","KS",4,4021,-15.8999996185302,11.3999996185302,13.1000003814697,988,13.6000003814697,26250,20,27.6000003814697,45,27,99.5026092529296,0.0497388690710067,51.9522514343261
"Dickinson","KS",23,18958,-4.90000009536743,9.60000038146972,10.3000001907348,1298,11.8999996185302,28019,8.39999961853027,27.2999992370605,41.7999992370605,30.7000007629394,98.0535888671875,0.648802638053894,48.6443710327148
"Doniphan","KS",20,8134,-13.3000001907348,9.39999961853027,8.69999980926513,1197,9.69999980926513,26317,13.5,29.6000003814697,39.7000007629394,30.2000007629394,96.3732452392578,1.90558147430419,48.8812408447265
"Douglas","KS",185,81798,25,4.40000009536743,3.70000004768371,7279,38.4000015258789,35631,2.09999990463256,46,30.6000003814697,22.7999992370605,89.103645324707,4.06366920471191,51.6699676513671
"Edwards","KS",6,3787,-15.8999996185302,11.8999996185302,11.5,1285,13.1000003814697,25784,8.19999980926513,29.5,39.9000015258789,30.2999992370605,96.2767333984375,0.105624504387378,50.8317947387695
"Elk","KS",5,3327,-19.2000007629394,13.8000001907348,15.8999996185302,2896,10.5,25091,16.6000003814697,27.7999992370605,42.9000015258789,28.8999996185302,97.3249206542968,0.150285542011261,52.3594818115234
"Ellis","KS",29,26004,-0.5,7.30000019073486,6,3502,23.3999996185302,31144,3.29999995231628,36.5,32,31.2000007629394,98.5809860229492,0.419166296720504,47.8887863159179
"Ellsworth","KS",9,6586,-2.5,10.1999998092651,12,1345,12.8000001907348,26332,11.8000001907348,31.2000007629394,37,31.5,96.37109375,2.0346188545227,49.1800804138183
"Finney","KS",26,33070,43,4.40000009536743,3.29999995231628,9720,14.3999996185302,31383,2.59999990463256,23.8999996185302,48.2999992370605,27.5,80.012092590332,1.33958268165588,33.0601768493652
"Ford","KS",25,27463,14.5,7,5.59999990463256,6909,18.1000003814697,30613,3,25.3999996185302,41.9000015258789,32.2999992370605,83.2866058349609,1.7223173379898,37.7162017822265
"Franklin","KS",39,21994,1.10000002384185,7.69999980926513,7.90000009536743,1687,12.8999996185302,30210,9.39999961853027,30,37.4000015258789,32.2000007629394,96.3990173339843,1.28216791152954,44.9349822998046
"Geary","KS",86,30453,10.1999998092651,4.59999990463256,3,6695,14.6000003814697,24231,1.79999995231628,33.9000015258789,38.7999992370605,27.2000007629394,68.7551345825195,23.6364231109619,24.8120059967041
"Gove","KS",3,3231,-12.3999996185302,10,10.1000003814697,3084,13.6000003814697,28275,16,22.2000007629394,46.4000015258789,31.2000007629394,99.6286010742187,0.123800680041313,52.8009910583496
"Graham","KS",4,3543,-14.8999996185302,9.5,10.8999996185302,617,14.1999998092651,27742,11,29,39.2999992370605,31.5,96.1614456176757,2.90714073181152,53.9655647277832
"Grant","KS",13,7159,9.30000019073486,5,3.70000004768371,2678,13.6000003814697,32241,3.79999995231628,20.5,51.7000007629394,27.7000007629394,84.6347274780273,0.0279368627816438,42.1706924438476
"Gray","KS",6,5396,4.90000009536743,6.80000019073486,6.5,167,12.6000003814697,28878,14.1999998092651,20.3999996185302,47.7999992370605,31.6000003814697,95.7746505737304,0.129725724458694,40.2705726623535
"Greeley","KS",2,1774,-8.30000019073486,9,6.69999980926513,928,16.7999992370605,31989,7.90000009536743,21.8999996185302,57.7000007629394,20,95.0958251953125,0.620067656040191,49.210823059082
"Greenwood","KS",7,7847,-10.6999998092651,12.6000003814697,12.6999998092651,184,10.3999996185302,24720,14.5,32.7999992370605,36.599998474121,30.2999992370605,98.3688049316406,0.114693515002727,49.1015663146972
"Hamilton","KS",2,2388,-7.69999980926513,9.19999980926513,10.6000003814697,1123,12.8999996185302,29483,8.80000019073486,28,52,19.7000007629394,93.9698486328125,0.209380239248275,57.7051925659179
"Harper","KS",8,7124,-12.8000001907348,11,12.1999998092651,1450,10.8999996185302,26358,9.80000019073486,25,40.599998474121,34.099998474121,98.7647399902343,0.182481750845909,47.4171829223632
"Harvey","KS",58,31028,1.60000002384185,8,8.39999961853027,2747,20.2999992370605,32955,5.59999990463256,33.599998474121,41.7000007629394,24.2999992370605,94.4308395385742,1.77581536769866,48.3821067810058
"Haskell","KS",7,3886,4,6,4.30000019073486,1518,13.3999996185302,30632,4.90000009536743,18.3999996185302,56,25.2999992370605,87.8281021118164,0.051466803997755,46.9891929626464
"Hodgeman","KS",3,2177,-5.09999990463256,9,10,137,17.2999992370605,26296,15.6000003814697,21,50.9000015258789,27.8999996185302,98.1626052856445,1.01056504249572,56.4538345336914
"Jackson","KS",17,11525,-1.79999995231628,8.10000038146972,8.10000038146972,1777,10.3999996185302,30572,17.1000003814697,29.5,35.5,34.7000007629394,92.8850326538086,0.355748385190963,48.1735343933105
